Country,Admin1,SubDiv,Year,List,Cause,Sex,Frmat,IM_Frmat,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Deaths6,Deaths7,Deaths8,Deaths9,Deaths10,Deaths11,Deaths12,Deaths13,Deaths14,Deaths15,Deaths16,Deaths17,Deaths18,Deaths19,Deaths20,Deaths21,Deaths22,Deaths23,Deaths24,Deaths25,Deaths26,IM_Deaths1,IM_Deaths2,IM_Deaths3,IM_Deaths4
1400,,,2013,101,1097,2,07,01,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0
1400,,,2013,101,1098,1,07,01,11,0,0,,,,0,,0,,2,,2,,2,,1,,3,,1,,,,,0,0,0,0,0
1400,,,2013,101,1098,2,07,01,1,0,0,,,,0,,0,,0,,1,,0,,0,,0,,0,,,,,0,0,0,0,0
1400,,,2013,101,1099,1,07,01,3,0,0,,,,0,,1,,0,,1,,0,,0,,1,,0,,,,,0,0,0,0,0
1400,,,2013,101,1099,2,07,01,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0
1400,,,2013,101,1100,1,07,01,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0
1400,,,2013,101,1100,2,07,01,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0
1400,,,2013,101,1101,1,07,01,9,0,0,,,,0,,1,,3,,0,,1,,0,,4,,0,,,,,0,0,0,0,0
1400,,,2013,101,1101,2,07,01,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0
1400,,,2013,101,1102,1,07,01,2,0,0,,,,0,,0,,1,,0,,1,,0,,0,,0,,,,,0,0,0,0,0
1400,,,2013,101,1102,2,07,01,2,0,0,,,,0,,0,,1,,1,,0,,0,,0,,0,,,,,0,0,0,0,0
1400,,,2013,101,1103,1,07,01,5,0,0,,,,0,,0,,1,,0,,2,,2,,0,,0,,,,,0,0,0,0,0
1400,,,2013,101,1103,2,07,01,2,1,0,,,,0,,0,,0,,1,,0,,0,,0,,0,,,,,0,0,0,0,1
1400,,,2014,101,1000,1,07,01,425,12,3,,,,1,,12,,20,,35,,63,,80,,72,,127,,,,,0,4,2,2,4
1400,,,2014,101,1000,2,07,01,300,5,1,,,,2,,5,,10,,15,,24,,36,,44,,158,,,,,0,2,2,0,1
