year,cause_group,age_group,deaths,source
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",1 - 14,1,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",15 - 64,24,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",65 años,5,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",Ignorada,0,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",col_7,0,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",col_8,0,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",col_9,0,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",col_10,0,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",col_11,0,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,col_1,12,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,Menos de,0,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,1 - 14,0,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,15 - 64,5,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,65 años,7,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,Ignorada,0,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,col_7,0,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,col_8,0,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,col_9,0,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,col_10,0,INEC_CR_2022_C4
2022,58- Secuelas de causas externas de morbilidad y de mortalidad,col_11,0,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,col_1,436,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,Menos de,0,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,1 - 14,8,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,15 - 64,388,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,65 años,40,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,Ignorada,0,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,col_7,0,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,col_8,0,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,col_9,0,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,col_10,0,INEC_CR_2022_C4
2022,60- Suicidios y lesiones autoinflingidas,col_11,0,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,col_1,611,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,Menos de,1,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,1 - 14,5,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,15 - 64,588,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,65 años,17,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,Ignorada,0,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,col_7,0,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,col_8,0,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,col_9,0,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,col_10,0,INEC_CR_2022_C4
2022,61- Homicidios y lesiones infligidas intencionalmente por otra persona,col_11,0,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,col_1,20,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,Menos de,0,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,1 - 14,1,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,15 - 64,18,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,65 años,1,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,Ignorada,0,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,col_7,0,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,col_8,0,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,col_9,0,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,col_10,0,INEC_CR_2022_C4
2022,62- Eventos de intensión no determinada,col_11,0,INEC_CR_2022_C4
2023,Costa Rica,col_1,29189,INEC_CR_2023_C4
2023,Costa Rica,Menos de,459,INEC_CR_2023_C4
2023,Costa Rica,1 - 14,262,INEC_CR_2023_C4
2023,Costa Rica,15 - 64,8981,INEC_CR_2023_C4
2023,Costa Rica,65 años,19410,INEC_CR_2023_C4
2023,Costa Rica,Ignorada,77,INEC_CR_2023_C4
2023,Costa Rica,col_7,0,INEC_CR_2023_C4
2023,Costa Rica,col_8,0,INEC_CR_2023_C4
2023,Costa Rica,col_9,0,INEC_CR_2023_C4
2023,Costa Rica,col_10,0,INEC_CR_2023_C4
2023,Costa Rica,col_11,0,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,col_1,79,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,Menos de,2,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,1 - 14,7,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,15 - 64,19,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,65 años,51,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,Ignorada,0,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,col_7,0,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,col_8,0,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,col_9,0,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,col_10,0,INEC_CR_2023_C4
2023,1- Enfermedades infecciosas intestinales,col_11,0,INEC_CR_2023_C4
2023,2- Tuberculosis,col_1,30,INEC_CR_2023_C4
2023,2- Tuberculosis,Menos de,0,INEC_CR_2023_C4
2023,2- Tuberculosis,1 - 14,0,INEC_CR_2023_C4
2023,2- Tuberculosis,15 - 64,18,INEC_CR_2023_C4
2023,2- Tuberculosis,65 años,12,INEC_CR_2023_C4
2023,2- Tuberculosis,Ignorada,0,INEC_CR_2023_C4
2023,2- Tuberculosis,col_7,0,INEC_CR_2023_C4
2023,2- Tuberculosis,col_8,0,INEC_CR_2023_C4
2023,2- Tuberculosis,col_9,0,INEC_CR_2023_C4
2023,2- Tuberculosis,col_10,0,INEC_CR_2023_C4
2023,2- Tuberculosis,col_11,0,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,col_1,107,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,Menos de,3,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,1 - 14,5,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,15 - 64,30,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,65 años,68,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,Ignorada,1,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,col_7,0,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,col_8,0,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,col_9,0,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,col_10,0,INEC_CR_2023_C4
2023,3- Ciertas zoonosis bacterianas y otras enfermedades bacterianas,col_11,0,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,col_1,7,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,Menos de,0,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,1 - 14,0,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,15 - 64,1,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,65 años,6,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,Ignorada,0,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,col_7,0,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,col_8,0,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,col_9,0,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,col_10,0,INEC_CR_2023_C4
2023,4- Enfermedades de transmisión predominantemente sexual,col_11,0,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",col_1,4,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",Menos de,0,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",1 - 14,0,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",15 - 64,1,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",65 años,3,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",Ignorada,0,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",col_7,0,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",col_8,0,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",col_9,0,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",col_10,0,INEC_CR_2023_C4
2023,"5 - Rickettsiosis y otras enfermedades transmitidas por artrópodos, espiroquetas y clamidias",col_11,0,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",col_1,612,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",Menos de,6,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",1 - 14,3,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",15 - 64,217,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",65 años,382,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",Ignorada,4,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",col_7,0,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",col_8,0,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",col_9,0,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",col_10,0,INEC_CR_2023_C4
2023,"6- Ciertas enfermedades víricas e infecciones virales, hepatitis viral, VIH por virus",col_11,0,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",col_1,13,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",Menos de,0,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",1 - 14,0,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",15 - 64,7,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",65 años,6,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",Ignorada,0,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",col_7,0,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",col_8,0,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",col_9,0,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",col_10,0,INEC_CR_2023_C4
2023,"7- Micosis, enfermedades debido a protozoarios, helmintasis, pediculosis, acariosis y otras infestaciones",col_11,0,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,col_1,9,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,Menos de,0,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,1 - 14,0,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,15 - 64,3,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,65 años,6,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,Ignorada,0,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,col_7,0,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,col_8,0,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,col_9,0,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,col_10,0,INEC_CR_2023_C4
2023,8- Otras enfermedades  y efectos tardíos de las enfermedades infecciosas y parasitarias,col_11,0,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",col_1,137,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",Menos de,0,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",1 - 14,0,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",15 - 64,57,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",65 años,80,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",Ignorada,0,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",col_7,0,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",col_8,0,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",col_9,0,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",col_10,0,INEC_CR_2023_C4
2023,"9- Tumor maligno del labio, de la cavidad bucal y de la faringe",col_11,0,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,col_1,2243,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,Menos de,0,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,1 - 14,4,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,15 - 64,737,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,65 años,1498,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,Ignorada,4,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,col_7,0,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,col_8,0,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,col_9,0,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,col_10,0,INEC_CR_2023_C4
2023,10- Tumor maligno de otros órganos digestivos,col_11,0,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,col_1,452,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,Menos de,0,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,1 - 14,0,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,15 - 64,99,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,65 años,352,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,Ignorada,1,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,col_7,0,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,col_8,0,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,col_9,0,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,col_10,0,INEC_CR_2023_C4
2023,11- Tumor maligno de órganos respiratorios e intratoráxicos,col_11,0,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",col_1,683,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",Menos de,1,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",1 - 14,6,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",15 - 64,270,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",65 años,404,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",Ignorada,2,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",col_7,0,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",col_8,0,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",col_9,0,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",col_10,0,INEC_CR_2023_C4
2023,"12- Tumor maligno de los huesos, del tejido conjuntivo, de los tejidos blandos, de piel y de la mama",col_11,0,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,col_1,1188,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,Menos de,0,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,1 - 14,3,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,15 - 64,366,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,65 años,817,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,Ignorada,2,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,col_7,0,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,col_8,0,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,col_9,0,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,col_10,0,INEC_CR_2023_C4
2023,13- Tumor maligno de los órganos genitourinarios,col_11,0,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",col_1,258,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",Menos de,0,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",1 - 14,13,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",15 - 64,131,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",65 años,114,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",Ignorada,0,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",col_7,0,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",col_8,0,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",col_9,0,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",col_10,0,INEC_CR_2023_C4
2023,"14- Tumor maligno del ojo, encéfalo, partes del sistema nervioso y glándulas endocrinas",col_11,0,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",col_1,248,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",Menos de,0,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",1 - 14,0,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",15 - 64,80,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",65 años,168,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",Ignorada,0,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",col_7,0,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",col_8,0,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",col_9,0,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",col_10,0,INEC_CR_2023_C4
2023,"15- Tumor maligno de otros sitios, secundarios y de los no especificado",col_11,0,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",col_1,620,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",Menos de,1,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",1 - 14,15,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",15 - 64,250,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",65 años,353,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",Ignorada,1,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",col_7,0,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",col_8,0,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",col_9,0,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",col_10,0,INEC_CR_2023_C4
2023,"16- Tumor maligno del tejido linfático, de los órganos hematopoyéticos y de sitios múltiples independientes",col_11,0,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,col_1,1,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,Menos de,0,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,1 - 14,0,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,15 - 64,0,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,65 años,1,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,Ignorada,0,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,col_7,0,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,col_8,0,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,col_9,0,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,col_10,0,INEC_CR_2023_C4
2023,17 - Carcinoma in situ,col_11,0,INEC_CR_2023_C4
2023,18- Tumores benignos,col_1,46,INEC_CR_2023_C4
2023,18- Tumores benignos,Menos de,0,INEC_CR_2023_C4
2023,18- Tumores benignos,1 - 14,0,INEC_CR_2023_C4
2023,18- Tumores benignos,15 - 64,21,INEC_CR_2023_C4
2023,18- Tumores benignos,65 años,25,INEC_CR_2023_C4
2023,18- Tumores benignos,Ignorada,0,INEC_CR_2023_C4
2023,18- Tumores benignos,col_7,0,INEC_CR_2023_C4
2023,18- Tumores benignos,col_8,0,INEC_CR_2023_C4
2023,18- Tumores benignos,col_9,0,INEC_CR_2023_C4
2023,18- Tumores benignos,col_10,0,INEC_CR_2023_C4
2023,18- Tumores benignos,col_11,0,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,col_1,362,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,Menos de,0,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,1 - 14,1,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,15 - 64,97,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,65 años,264,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,Ignorada,0,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,col_7,0,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,col_8,0,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,col_9,0,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,col_10,0,INEC_CR_2023_C4
2023,19- Tumores de comportamiento incierto o desconocidos,col_11,0,INEC_CR_2023_C4
2023,20- Enfermedades de las glándulas endocrinas y metabólicas,col_1,2415,INEC_CR_2023_C4
2023,20- Enfermedades de las glándulas endocrinas y metabólicas,Menos de,7,INEC_CR_2023_C4
2023,20- Enfermedades de las glándulas endocrinas y metabólicas,1 - 14,6,INEC_CR_2023_C4
2023,20- Enfermedades de las glándulas endocrinas y metabólicas,15 - 64,590,INEC_CR_2023_C4
2023,20- Enfermedades de las glándulas endocrinas y metabólicas,65 años,1809,INEC_CR_2023_C4
2023,20- Enfermedades de las glándulas endocrinas y metabólicas,Ignorada,3,INEC_CR_2023_C4
